 Ростов-на-Дону, 102
 Еврокомиссия, 1701
 Калининград, 95
 Академик Черский (судно), 49
 Ипотека, 489
 Национальное Аналитическое кредитное рейтинговое агентство (АКРА), 100
 курс рубля, 37
 Александр Ярославский, 1
 Мотор Сич, 16
 Служба безопасности Украины, 15
 Хантер Байден, 1
 Запорожье, 3
 РБК (медиагруппа), 80
 Национальное рейтинговое агентство, 32
 Уругвай, 18
 Алексей Гривач, 23
 Сергей Куликов, 8
 Дмитрий Чернышенко, 33
 Ростех, 576
 Роснано, 170
 Анатолий Чубайс, 152
 Московский экспортный центр (МЭЦ), 2
 Наталья Сергунина, 13
 Московская школа управления "Сколково", 5
 фрукты, 4
 Эквадор, 72
 Сергей Юшин, 7
 Sukhoi Superjet 100 (SSJ100), 71
 Сергей Чемезов, 154
 Рособоронэкспорт, 73
 Максут Шадаев, 15
 SWIFT, 44
 Донбасс, 111
 Леонид Кравчук, 1
 https://ria.ru/20201206/ukraina-1587632831.html, 1
 МВФ, 1343
 Владимир Зеленский, 120
 Киев, 448
 Киевская область, 9
 https://ria.ru/20201205/dengi-1587821124.html, 1
 https://radiosputnik.ria.ru/20201205/rubl-1587798106.html, 1
 Ura.ru, 4
 Налоги, 88
 Краснодар, 80
 Пензенская область, 108
 Иван Белозерцев, 52
 Пенза, 18
 Сбер, 18
 компьютерные технологии, 16
 Федеральная служба по надзору в сфере здравоохранения (Росздравнадзор), 27
 Татьяна Голикова, 276
 Нижний Новгород, 90
 Таловский район, 1
 Лискинский район, 1
 Аннинский район, 1
 Мария Литинецкая, 15
 Квартира, 4
 Михаил Морозов, 1
 Политика, 32
 РФПИ против Covid 19, 42
 Министерство здравоохранения Казахстана, 1
 Кирилл Дмитриев, 220
 Российский фонд прямых инвестиций, 398
 Казахстан, 467
 https://ria.ru/20201204/zabaykale-1587695239.html, 1
 Забайкальский край, 94
 Турецкий поток, 440
 Северный поток, 175
 Чехия, 87
 Россия-Китай: Главное, 284
 Пекин, 73
 https://ria.ru/20201204/sber-1587686060.html, 1
 Клаус Эрнст, 17
 Uniper, 110
 Василий Орлов (губернатор), 17
 Амурская область, 137
 Вьетнам, 74
 Япония, 559
 Тюменская область, 147
 Ozon, 15
 Wildberries, 20
 Фарид Абдулганиев, 23
 Протек, 6
 ОЭСР, 126
 Джо Байден, 53
 Urals, 183
 Александр Абрамов, 17
 Департамент инвестиционной и промышленной политики города Москвы, 148
 Александр Прохоров, 52
 Николай Журавлев, 19
 Киргизия, 159
 Евразийский банк развития, 40
 Аэрофлот, 953
 Федеральное агентство воздушного транспорта (Росавиация), 381
 Сейшельские острова, 1
 Иван Абрамов, 7
 https://ria.ru/20201204/vklad-1587599211.html, 1
 Павел Сигал, 4
 https://ria.ru/20201203/neft-1587590202.html, 1
 Промсвязьбанк, 298
 ОПЕК+, 3
 Омская область, 138
 Александр Бурков, 52
 Горьковский район, 1
 Валерий Белов, 1
 Австрия, 130
 Shell, 183
 Деньги, 166
 Алексей Шапошников, 6
 Московская городская дума, 41
 Федеральное агентство по недропользованию (Роснедра), 78
 Commerzbank, 25
 Федеральная резервная система США, 720
 Эльмир Набиуллин, 7
 ING, 5
 Корпорация МСП, 145
 Александр Браверман, 24
 Михаил Коган, 2
 РЭУ имени Г. В. Плеханова, 23
 МСП Банк, 80
 Иркутская область, 110
 ПАО "Полюс", 5
 Игорь Кобзев, 17
 Бодайбо, 2
 Чита, 9
 Борис Титов, 396
 Тинькофф. Кредитные Системы, 41
 https://ria.ru/20201203/rosnano-1587488629.html, 1
 Фарит Ханифов, 1
 Тверская область, 225
 Игорь Руденя, 112
 Кемеровская область, 53
 Олег Кондрашов, 1
 ВЭБ-Лизинг, 15
 Александр Кондрашов, 1
 Победа (авиакомпания), 153
 Магас, 2
 Алексей Заботкин, 9
 Партия Роста, 9
 Илья Сачков, 12
 Владимир Рожанковский, 10
 ВОЗ, 189
 Генеральная Ассамблея ООН, 19
 Фонд развития промышленности, 18
 Фонд "Сколково", 64
 Юрий Твердохлеб, 6
 Республика Саха (Якутия), 345
 Государственное Собрание Якутии, 1
 Западная Европа, 7
 Алишер Усманов, 79
 Ямало-Ненецкий автономный округ, 42
 Дмитрий Артюхов, 21
 Ямал, 57
 Тобольск, 9
 Сибур Холдинг, 71
 Максим Блажко, 1
 Алексей Немерюк, 29
 Авто, 268
 Федеральная служба по гидрометеорологии и мониторингу окружающей среды (Росгидромет), 9
 РСФСР, 10
 СССР, 63
 "Липецк", 1
 Ассоциация компаний интернет-торговли (АКИТ), 22
 Александр Дудчак, 9
 Грета Тунберг, 4
 Bild, 6
 Алексей Кудрин, 811
 Евразийский Союз, 5
 Ли Кэцян, 80
 Игорь Никитин, 3
 Антон Горелкин, 9
 Министерство цифрового развития, 303
 связи и массовых коммуникаций РФ (Минцифры России), 286
 Федеральная служба по надзору в сфере связи, 64
 информационных технологий и массовых коммуникаций (Роскомнадзор), 61
 Нагорный Карабах, 15
 Хэйлунцзян, 6
 Агентство стратегических инициатив (АСИ), 71
 Дубна, 2
 Солнечногорск, 3
 https://ria.ru/20201202/investory-1587277070.html, 1
 Выборы президента США — 2020, 10
 Дональд Трамп, 1187
 Мексиканский залив, 10
 https://ria.ru/20201202/tseny-1587267878.html, 1
 Нагорно-Карабахская Республика, 3
 Санкции, 98
 Природный газ, 107
 https://ria.ru/20201202/valyuty-1587258748.html, 1
 Дмитрий Бабин, 1
 Доллар, 173
 Алексей Ниденс, 1
 "Дом.РФ", 179
 Усть-Кут, 1
 Александр Фролов (политик), 9
 Sinopec, 33
 Сингапур (страна), 23
 Нефть, 275
 Станислав Митрахович, 13
 Магазин, 5
 Deloitte, 11
 Oasis, 2
 Запсибнефтехим, 9
 Недвижимость, 96
 Airbnb, 4
 Усть-Луга, 13
 Новости компаний - Экономика, 258
 https://ria.ru/20201201/podderzhka-1587187864.html, 1
 Михаил Полубояринов, 7
 Вагит Алекперов, 233
 Новолипецкий металлургический комбинат, 81
 Афины, 18
 Туризм, 565
 https://ria.ru/20201201/pandemiya-1587124552.html, 1
 Ольга Скоробогатова, 36
 https://ria.ru/20201201/5g--1587121333.html, 1
 https://ria.ru/20201201/moshenniki-1587116877.html, 1
 Артем Сычев, 16
 Кредиты, 111
 Росгосстрах Банк, 1
 https://ria.ru/20201201/nalog-1587089691.html, 1
 больничный: что изменится с 1 декабря  , 1
 https://ria.ru/20201201/dekabr-1586987663.html, 1
 больничный, 1
 социальные выплаты, 17
 Льготы, 13
 Нотариусы, 5
 Карта "Мир", 25
 Ханты-Мансийск, 25
 https://ria.ru/20201201/tseli-1587081229.html, 1
 Нацпроекты, 38
 Калужская область, 129
 Владислав Шапша, 22
 Калуга, 31
 Эссен, 1
 https://ria.ru/20201130/investitsii-1587052371.html, 1
 Венесуэла, 387
 https://ria.ru/20201130/potreblenie-1587037181.html, 1
 Анапа, 18
 Иннополис (Татарстан), 3
 Трансмашхолдинг, 66
 Андрей Кутепов, 29
 Лаборатория Касперского, 67
 Apple, 431
 Apple iPhone, 151
 Инвестиции, 58
 Промышленность, 21
 https://radiosputnik.ria.ru/20201130/ukroboronprom-1586986656.html, 1
 Укроборонпром, 9
5% , 191
 https://ria.ru/20201130/ekonomika-1586976485.html, 1
 Михаил Шеремет, 25
 Алексей Цыденов, 13
 https://ria.ru/20201130/sanktsii-1586965117.html, 1
 Сергей Цеков, 18
 App Store, 7
 Всемирная торговая организация (ВТО), 626
 Поволжье, 7
 Северный Кавказ, 22
 Саудовская Аравия, 785
 ОАЭ, 146
 https://ria.ru/20201130/kurs-1586941108.html, 1
 Джин Шахин, 3
 Нафтогаз Украины, 1928
 Инфляция, 25
 https://ria.ru/20201130/dolg-1586896776.html, 1
 Стивен Мнучин, 76
 Рекс Тиллерсон, 15
 Национальный антитеррористический комитет РФ, 8
 Ксения Юдаева, 260
 https://ria.ru/20201130/nalichnye-1586891330.html, 1
 Венгрия, 154
 Катя Яфимава, 1
 Wintershall, 47
 https://ria.ru/20201130/vklady-1586882713.html, 1
 Федеральная служба по интеллектуальной собственности (Роспатент), 43
 Биржа, 9
 Baidu, 2
 Си Цзиньпин, 186
 https://radiosputnik.ria.ru/20201129/sechin-1586842120.html, 1
 Игорь Сечин, 857
 Прогноз, 38
 https://ria.ru/20201129/neft-1586838047.html, 1
 как компаниям пережить пандемию , 1
 https://ria.ru/20201129/sovet-1586837932.html, 1
 https://radiosputnik.ria.ru/20201129/vklad-1586823018.html, 1
 Александр Бахтин (экономист), 7
 Вклады, 17
 Чжан Ханьхуэй, 3
 Всемирный банк, 365
 кредитные карты, 9
 Экология, 31
 https://ria.ru/20201129/dengi-1586811058.html, 1
 https://realty.ria.ru/20201129/ipoteka-1586805500.html, 1
 Новости - Недвижимость, 202
 ENGIE, 20
 Royal Dutch Shell, 12
 Сергей Марченко, 2
 Кредит, 63
 РИА Рейтинг, 67
 Credit Suisse, 43
 Общероссийский народный фронт, 202
 Геннадий Онищенко, 125
 https://ria.ru/20201128/kudrin-1586747407.html, 1
 Андрей Кочетков, 9
 Олег Кочетков, 1
 https://ria.ru/20201128/kudrin-1586728870.html, 1
 Сделки, 83
 Майк Помпео, 90
 Роскосмос, 125
 Иран, 585
 Тимофей Милованов, 5
 Кристалина Георгиева, 40
 Эксперт РА, 41
 Вакцины, 4
 Андрей Коробка, 13
 Россельхозбанк, 212
 https://ria.ru/20201127/lyubimov-1586688944.html, 1
 Рязань, 14
 Т Плюс, 57
 Саранск, 8
 Черное море, 38
 Андрей Коболев, 217
 Deutsche Bank, 115
 Павел Теплухин, 5
 Нью-Йорк (штат), 7
 Рустам Танкаев, 9
 Ощадбанк, 18
 Саров, 3
 https://radiosputnik.ria.ru/20201127/truboukladchik-1586599568.html, 1
 https://ria.ru/20201127/pandemiya-1586576236.html, 1
 Кем стать, 18
 Навигатор абитуриента, 49
 Руспродсоюз, 19
 Колебания курса рубля, 10
 Citigroup, 61
 Черная пятница, 8
 Мошенничество, 33
 https://ria.ru/20201127/vklady-1586536414.html, 1
 Верховная Рада Украины, 226
 Росгеология, 57
 Оренбургская область, 111
 Денис Паслер, 13
 Слышали новость?, 31
 Алексей Мухин, 13
 В эфире, 22
 https://ria.ru/20201126/shapsha-1586490307.html, 1
 Белнефтехим, 157
 Минск, 179
 Siemens, 64
 Петербургский международный экономический форум (фонд), 150
 Дмитрий Пегов, 12
 https://ria.ru/20201126/ldpr-1586459006.html, 1
 Архангельская область, 119
 Александр Цыбульский, 32
 Ростовская область, 270
 Михаил Федотов, 3
 https://ria.ru/20201126/moshennichestvo-1586432645.html, 1
 Ивановская область, 77
 https://ria.ru/20201126/vyruchka-1586429329.html, 1
 Альбина Свинцова, 1
 https://ria.ru/20201126/evro-1586426463.html, 1
 Алемайеху Тегену, 1
 Эфиопия, 8
 https://ria.ru/20201126/putin-1586412916.html, 1
 https://ria.ru/20201126/avtomobil-1586411219.html, 1
 https://radiosputnik.ria.ru/20201126/byudzhet-1586405437.html, 1
 Михаил Саакашвили, 16
 Волгоградская область, 62
 Севастополь, 189
 Автостат, 36
 Михаил Осеевский, 27
 Льготная ипотека, 57
 Виталий Мутко, 66
 Оливер Хермес, 1
 Восточный комитет немецкой экономики, 9
 Сергей Железняк, 34
 Тамбовская область, 133
 Александр Никитин, 46
 Ейск, 3
 Майя Санду, 2
 Кишинев, 7
 Елена Панина, 5
 Андрей Климов, 7
 Безопасность, 271
 Ассоциация российских банков, 45
 https://ria.ru/20201125/natsproekty-1586290252.html, 1
 Таймыр, 5
 энергетика, 42
 задержит "Турецкий поток" , 1
 https://radiosputnik.ria.ru/20201125/potok-1586281799.html, 1
 Александр Боцан-Харченко, 6
 София (город), 5
 https://ria.ru/20201125/lokdaun-1586257223.html, 1
 Вакцина "ЭпиВакКорона", 1
 Юрий Борисов (вице-премьер), 92
 МС-21, 168
 https://radiosputnik.ria.ru/20201125/opek-1586244634.html, 1
 Александр Крутиков, 15
 Северный морской путь, 60
 https://ria.ru/20201125/belorussiya-1586212629.html, 1
 Союзное государство, 245
 Роман Головченко, 21
 Дмитрий Мезенцев, 21
 Ненецкий автономный округ, 44
 Республика Калмыкия, 29
 https://ria.ru/20201125/moskva-1586208042.html, 1
 Saudi Aramco, 100
 Кувейт, 86
 Эр-Рияд (город), 39
 Focus, 6
 https://radiosputnik.ria.ru/20201124/tramp-1586167050.html, 1
 Невада, 2
 Чаяндинское месторождение, 5
 Сила Сибири (газопровод), 164
 Санкт-Петербургский государственный университет, 2
 Благовещенск, 25
 https://ria.ru/20201124/veb-1586141851.html, 1
 Калифорния, 19
 Пало-Альто, 4
 https://ria.ru/20201124/tovary-1586132013.html, 1
 Джозеф "Бо" Байден, 2
 https://radiosputnik.ria.ru/20201124/gaz-1586126546.html, 1
 https://ria.ru/20201124/zarplata-1586111153.html, 1
 Алексей Лихачев, 126
 Усолье-Сибирское, 6
 Биткоин, 22
 Екатерина Грушевенко, 4
 Международное энергетическое агентство, 123
 Камчатский край, 126
 Алексей Моисеев, 273
 Леонид Федун, 82
 Андрей Мельниченко, 23
 Сибирская угольная энергетическая компания, 85
 ЕвроХим, 34
 Samsung, 59
 Российская империя, 3
 ЛУКОЙЛ, 730
 https://ria.ru/20201124/kuban-1586021657.html, 1
 Яндекс, 266
 ГМК "Норильский никель", 4
 https://radiosputnik.ria.ru/20201124/latviya-1586019599.html, 1
 Эдгар Ринкевич, 4
 Валдис Затлерс, 1
 Латвия, 100
 Рига, 13
 Рамблер, 16
 Facebook, 110
 Джефф Безос, 51
 Бернар Арно, 23
 Amazon.com, 70
 Inc., 703
 Samsung Galaxy Note20, 2
 Республика Дагестан, 93
 Олег Лурье, 1
 Кизлярский район, 1
 Дмитрий Голованов, 9
 Санкт-Петербургский политехнический университет, 1
 Сколково, 80
 Андрей Руденко, 6
 маркировка, 1
 CNOOC, 2
 PetroChina, 14
 Олег Иванов, 4
 https://ria.ru/20201123/evro-1585902205.html, 1
 https://ria.ru/20201123/putin-1585900642.html, 1
 Агентство по технологическому развитию, 2
 Фонд развития моногородов, 17
 Олег Матвейчев, 1
 Алексей Чекунков, 11
 Игорь Шувалов, 825
 Бэлла Черкесова, 1
 Газпром-Медиа Холдинг, 17
 Лондонская фондовая биржа, 136
 AstraZeneca, 9
 Оксфорд, 2
 Ямало-Ненецкий автономный округ (ЯНАО), 40
 Константин Шестаков, 4
 Дальзавод, 2
 Приморский край, 420
 Джордж Флойд, 1
 Луизиана, 3
 Национальный союз птицеводов, 1
 Скоростные магистрали, 15
 Октябрьская железная дорога, 3
 https://radiosputnik.ria.ru/20201123/pokupki-1585853554.html, 1
 Яндекс.Маркет, 16
 наличные деньги, 41
 Mail.Ru Group, 64
 Александр Пошивай, 2
 ГЛОНАСС (система навигации), 26
 Федеральное агентство морского и речного транспорта (Росморречфлот), 20
 https://radiosputnik.ria.ru/20201123/bank-1585844528.html, 1
 Чукотка, 40
 АРЧК, 3
 https://ria.ru/20201123/banki-1585831073.html, 1
 https://ria.ru/20201122/nalogovaya-1585797731.html, 1
 ЖКХ, 251
 Сергей Пахомов, 3
 Галина Хованская, 8
 Городские инновационные технологии, 2
 Сергей Минко, 1
 https://ria.ru/20201122/dengi-1585747231.html, 1
 https://realty.ria.ru/20201122/zhkkh-1585744024.html, 1
 https://ria.ru/20201121/putin-1585691378.html, 1
 Большая двадцатка, 529
 Международный инвестиционный банк, 7
 Будапешт, 6
 Юрий Кравченко, 141
 https://ria.ru/20201121/khleb-1585635210.html, 1
 https://realty.ria.ru/20201121/ipoteka-1585634881.html, 1
 https://realty.ria.ru/20201121/vvod-zhilya-v-za-10-mesyatsev-1585625142.html, 1
 Новостройки, 64
 Строительство, 704
 https://ria.ru/20201120/zarplaty-1585615815.html, 1
 https://radiosputnik.ria.ru/20201120/ates-1585592555.html, 1
 Мухиддин Яссин, 1
 Малайзия, 36
 Нэнси Пелоси, 3
 Цюрих, 4
 https://ria.ru/20201120/kuban-1585460000.html, 1
 Джим Роджерс, 13
 Джордж Сорос, 21
 чем в "черную пятницу" , 1
 https://ria.ru/20201120/pyatnitsa-1585445358.html, 1
 Дмитрий Рябинин, 1
 https://ria.ru/20201120/osago-1585445225.html, 1
 ОСАГО, 121
 Омск, 48
 Республика Алтай, 34
 Михаил Хазин, 1
 Михаил Делягин, 5
 Нью-Йорк (город), 63
 Сергей Миронов, 91
 Справедливая Россия, 166
 ГТЛК, 10
 Евгений Дитрих, 111
 https://ria.ru/20201119/nalog-1585352588.html, 1
 https://ria.ru/20201119/egorov-1585342733.html, 1
 Даниил Егоров, 20
 https://ria.ru/20201119/putin-1585334828.html, 1
 Мурманск, 40
 Ставропольский край, 55
 Страхование, 19
 ФГУП "Росморпорт", 3
 Министерство транспорта РФ (Минтранс России), 477
 PlayStation, 10
 Долгострой, 8
 https://radiosputnik.ria.ru/20201118/sevpotok-1585238442.html, 1
 Барак Обама, 226
 Брюховецкий район, 1
 Елена Зяббарова, 7
 Министерство здравоохранения РФ (Минздрав России), 99
 Алексей Оверчук, 8
 Мексика, 242
 Транспорт, 18
 Deutsche Bahn, 4
 Максим Ликсутов, 11
 Лондон, 106
 Манчестер, 2
 https://ria.ru/20201118/moldaviya-1585147286.html, 1
 Президентские выборы в Молдавии — 2020, 1
 Ион Кику, 8
 Якутск, 30
 https://ria.ru/20201118/tuntszyan-1585129601.html, 1
 Lada Granta, 5
 Lada Xray, 13
 Lada Vesta, 16
 Министерство науки и высшего образования РФ (Минобрнауки России), 35
 Министерство просвещения России (Минпросвещения России), 10
 Федеральная служба войск национальной гвардии РФ (Росгвардия), 14
 Федеральное агентство по государственным резервам (Росрезерв), 24
 Генеральная прокуратура РФ, 120
 Биткойн, 33
 https://ria.ru/20201118/zhivotnye-1585109457.html, 1
 Центр "Амурский тигр", 2
 Сергей Арамилев, 1
 Наталия Пшеничникова, 1
 Сергей Голованов, 4
 МЭА, 55
 https://ria.ru/20201118/kachestvo-1585100449.html, 1
 AliExpress, 30
 Судак, 2
 Республика Крым, 734
